Name,x_UTM,y_UTM,x_LL,y_LL,z,z_DEM
270223-Base1,316220.884,4502086.907,-71.5437418941,-49.6058168586,361.912,368.431272081
270223T6T9a-0001,316221.195,4502086.331,-71.5437378634,-49.6058221289,362.808,368.395885584
270223T6T9a-0002,316221.130,4502086.262,-71.5437387945,-49.6058227292,362.830,368.396270094
270223T6T7a-0001,316113.655,4502039.097,-71.5452469202,-49.6062138581,362.614,368.8357588
270223T6T7a-0002,316114.949,4502037.723,-71.5452296712,-49.6062265982,362.621,368.809756301
270223T6T7a-0003,316117.849,4502034.150,-71.5451912454,-49.6062595867,362.656,368.715538041
270223T6T7a-0004,316120.737,4502030.407,-71.545153065,-49.606294099,362.728,368.788016786
270223T6T7a-0005,316123.863,4502026.885,-71.5451114903,-49.6063266979,362.722,369.030639632
270223T6T7a-0006,316126.990,4502022.945,-71.5450700974,-49.6063630531,362.859,369.158259146
270223T6T7a-0007,316129.734,4502019.153,-71.5450339309,-49.6063979619,362.987,369.086970745
270223T6T7a-0008,316132.829,4502015.525,-71.5449928343,-49.6064315038,363.024,369.014080888
270223T6T7a-0009,316135.928,4502011.733,-71.5449517591,-49.6064665205,362.985,369.202588134
270223T6T7a-0010,316138.889,4502007.772,-71.544912671,-49.6065030139,363.080,369.473399113
270223T6T7a-0011,316142.212,4502003.960,-71.5448685078,-49.6065382785,363.073,369.589092275
270223T6T7a-0012,316145.120,4502000.225,-71.5448300467,-49.6065727249,363.061,369.57459518
270223T6T7a-0013,316147.979,4501996.458,-71.544792278,-49.606607444,363.151,369.602100193
270223T6T7a-0014,316150.914,4501992.776,-71.5447534187,-49.6066414224,363.172,369.789111175
270223T6T7a-0015,316154.179,4501988.949,-71.5447100642,-49.6066768041,363.153,370.095783316
270223T6T7a-0016,316157.451,4501985.282,-71.544666538,-49.6067107501,363.133,370.275649317
270223T6T7a-0017,316160.511,4501981.839,-71.5446258382,-49.6067426189,363.181,370.131915366
270223T6T7a-0018,316163.340,4501978.015,-71.5445885108,-49.606777841,363.242,369.817604358
270223T6T7a-0019,316166.391,4501973.903,-71.5445482485,-49.6068157184,363.255,369.624355922
270223T6T7a-0020,316169.319,4501969.702,-71.5445097285,-49.6068543582,363.306,369.721607758
270223T6T7a-0021,316172.496,4501965.648,-71.5444676966,-49.6068917528,363.417,369.974289105
270223T6T7a-0022,316175.672,4501961.608,-71.544425672,-49.6069290213,363.410,370.218166663
270223T6T7a-0023,316178.913,4501957.722,-71.5443826765,-49.6069649257,363.583,370.198375958
270223T6T7a-0024,316182.118,4501953.691,-71.5443402466,-49.6070021221,363.666,369.926552348
270223T6T7a-0025,316185.600,4501949.650,-71.5442939911,-49.6070394926,363.749,369.682085796
270223T6T7a-0026,316188.819,4501945.748,-71.544251307,-49.6070755341,363.812,369.495609859
270223T6T7a-0027,316192.202,4501941.506,-71.5442065144,-49.6071146806,364.005,369.457619876
270223T6T7a-0028,316195.517,4501937.243,-71.5441626717,-49.607153995,364.173,369.651486026
270223T6T7a-0029,316198.862,4501933.284,-71.5441182719,-49.607190587,364.406,370.064201443
270223T6T7a-0030,316201.945,4501929.566,-71.5440773821,-49.6072249336,364.602,370.629632594
270223T6T7a-0031,316205.201,4501925.657,-71.5440341894,-49.6072610492,364.912,371.389486585
270223T6T7a-0032,316208.340,4501921.913,-71.5439925373,-49.6072956464,365.110,372.096405884
270223T6T7a-0033,316211.575,4501918.378,-71.5439494598,-49.6073283949,365.361,372.632603663
270223T6T7a-0034,316214.767,4501914.591,-71.5439070948,-49.6073633946,365.574,372.888041304
270223T6T7a-0035,316217.318,4501910.901,-71.5438735477,-49.6073973279,365.770,372.8186233
270223T6T7a-0036,316220.712,4501907.317,-71.5438282945,-49.6074305649,365.962,372.530650921
270223T6T7a-0037,316223.477,4501903.548,-71.5437918252,-49.607465273,366.210,372.34520929
270223T6T7a-0038,316226.445,4501899.722,-71.5437525756,-49.6075005551,366.400,372.390827512
270223T6T7a-0039,316229.884,4501895.762,-71.5437068759,-49.6075371844,366.730,372.621990139
270223T6T7a-0040,316233.184,4501891.628,-71.5436631795,-49.607575335,367.015,372.845964418
270223T6T7a-0041,316236.495,4501887.757,-71.5436192079,-49.6076111257,367.238,372.900177022
270223T6T7a-0042,316239.835,4501883.881,-71.5435748376,-49.60764697,367.589,372.96085903
270223T6T7a-0043,316243.303,4501879.855,-71.5435287675,-49.6076842012,367.928,373.512585515
270223T6T7a-0044,316246.652,4501875.770,-71.5434843704,-49.6077219263,368.303,374.347636619
270223T6T7a-0045,316250.148,4501871.873,-71.5434378527,-49.6077580068,368.664,374.852784241
270223T6T7a-0046,316253.621,4501868.186,-71.5433915546,-49.6077921932,368.964,375.171476893
270223T6T7a-0047,316257.122,4501864.589,-71.5433448272,-49.6078255794,369.376,375.436159733
270223T6T7a-0048,316260.097,4501861.101,-71.5433053221,-49.6078578262,369.716,375.810798471
270223T6T7a-0049,316263.091,4501857.491,-71.5432656112,-49.6078911751,370.108,376.403137341
270223T6T7a-0050,316266.120,4501854.096,-71.5432253158,-49.6079226026,370.523,377.059794705
270223T6T7a-0051,316268.934,4501850.649,-71.5431880175,-49.6079544321,371.007,377.605165402
270223T6T7a-0052,316271.561,4501847.246,-71.5431532844,-49.6079858093,371.417,377.990988483
270223T6T7a-0053,316274.815,4501844.222,-71.543109704,-49.6080139714,371.918,378.353078812
270223T6T7a-0054,316277.965,4501841.258,-71.5430675337,-49.6080415628,372.416,378.848295674
270223T6T7a-0055,316280.381,4501838.654,-71.5430353443,-49.6080656962,372.881,379.234632056
270223T6T7a-0056,316280.562,4501838.300,-71.5430330071,-49.6080689322,372.962,379.278081134
270223T6T7a-0057,316282.053,4501836.887,-71.5430130511,-49.6080820823,373.202,379.466607381
270223T6T7a-0058,316284.499,4501834.028,-71.5429805661,-49.6081085162,373.623,379.857373335
270223T6T7a-0059,316287.249,4501830.530,-71.5429441764,-49.6081407844,374.117,380.358999864
270223T6T7a-0060,316290.323,4501826.651,-71.5429034846,-49.6081765746,374.529,380.794594127
270223T6T7a-0061,316293.208,4501822.850,-71.5428653698,-49.6082116065,374.869,381.227859358
270223T6T7a-0062,316296.412,4501819.012,-71.5428228612,-49.6082470678,375.165,381.903269022
270223T6T7a-0063,316298.871,4501816.169,-71.5427901887,-49.6082733618,375.349,382.386628141
270223T6T7a-0064,316298.897,4501815.992,-71.542789912,-49.6082749602,375.357,382.401972884
270223T6T7a-0065,316301.050,4501813.220,-71.5427614376,-49.6083005232,375.523,382.66428914
270223T6T7a-0066,316304.620,4501809.254,-71.5427139277,-49.6083372459,375.642,382.729533716
270223T6T7a-0067,316307.689,4501805.185,-71.5426733937,-49.6083747418,375.886,382.772216624
270223T6T7a-0068,316310.908,4501801.207,-71.5426307428,-49.6084114657,375.960,382.92234838
270223T6T7a-0069,316314.267,4501796.862,-71.5425863277,-49.6084515298,376.121,383.042193935
270223T6T7a-0070,316317.717,4501792.912,-71.5425404695,-49.6084880722,376.257,383.022421388
270223T6T7a-0071,316321.120,4501788.924,-71.5424952788,-49.6085249417,376.297,382.747073637
270223T6T7a-0072,316324.275,4501784.892,-71.5424535379,-49.6085621312,376.469,382.421344281
270223T6T7a-0073,316327.248,4501780.671,-71.542414402,-49.6086009638,376.532,382.355888523
270223T6T7a-0074,316329.967,4501776.545,-71.5423787339,-49.6086388654,376.697,382.52201982
270223T6T7a-0075,316332.521,4501772.546,-71.5423452879,-49.6086755758,376.731,382.827476125
270223T6T7a-0076,316335.590,4501768.553,-71.5423047177,-49.6087123887,376.822,383.289658787
270223T6T7a-0077,316338.640,4501764.424,-71.5422644738,-49.6087504179,376.958,383.670167423
270223T6T7a-0078,316341.672,4501760.344,-71.5422244559,-49.6087880013,376.973,383.705330976
270223T6T7a-0079,316344.564,4501756.411,-71.542186305,-49.6088242212,377.035,383.491999304
270223T6T7a-0080,316347.585,4501752.500,-71.54214636,-49.6088602826,377.159,383.412977994
270223T6T7a-0081,316350.640,4501748.573,-71.5421059523,-49.6088964981,377.174,383.586159199
270223T6T7a-0082,316353.458,4501744.585,-71.5420688502,-49.6089331898,377.309,383.824647401
270223T6T7a-0083,316356.179,4501740.960,-71.5420329196,-49.6089665901,377.373,383.9060889
270223T6T7a-0084,316359.328,4501736.831,-71.5419913064,-49.6090046492,377.440,383.897890426
270223T6T7a-0085,316362.896,4501733.034,-71.5419437439,-49.6090398524,377.439,383.928171437
270223T6T7a-0086,316365.861,4501728.768,-71.5419047389,-49.6090790867,377.574,383.916966111
270223T6T7a-0087,316367.336,4501726.787,-71.541885269,-49.6090973357,377.629,383.913817092
270223T6T7b-0001,316326.637,4501689.552,-71.5424654624,-49.6094195551,378.120,384.49793683
270223T6T7b-0002,316326.629,4501689.596,-71.5424655525,-49.6094191573,378.124,384.497553631
270223T6T7b-0003,316325.550,4501690.576,-71.5424800145,-49.6094100233,378.096,384.480773245
270223T6T7b-0004,316322.307,4501693.743,-71.5425233775,-49.6093805797,377.988,384.432105389
270223T6T7b-0005,316318.888,4501697.193,-71.5425690417,-49.6093485397,377.876,384.411842878
270223T6T7b-0006,316315.384,4501700.927,-71.5426157484,-49.6093139218,377.818,384.400817378
270223T6T7b-0007,316311.919,4501704.814,-71.5426618443,-49.6092779409,377.706,384.318266292
270223T6T7b-0008,316308.556,4501708.517,-71.5427066156,-49.6092436444,377.696,384.162406738
270223T6T7b-0009,316305.062,4501712.165,-71.5427532241,-49.6092098023,377.600,384.047957769
270223T6T7b-0010,316301.640,4501716.033,-71.5427987341,-49.6091740052,377.435,384.038930355
270223T6T7b-0011,316297.978,4501719.877,-71.5428475738,-49.6091383508,377.320,383.793843298
270223T6T7b-0012,316294.551,4501723.636,-71.5428932037,-49.6091035315,377.205,383.509930238
270223T6T7b-0013,316291.005,4501727.064,-71.5429406339,-49.6090716504,377.105,383.427098085
270223T6T7b-0014,316287.827,4501730.856,-71.5429828051,-49.6090366103,377.050,383.250018924
270223T6T7b-0015,316284.493,4501734.622,-71.5430271456,-49.6090017564,376.880,382.978051005
270223T6T7b-0016,316280.981,4501738.588,-71.5430738538,-49.6089650512,376.832,382.674022101
270223T6T7b-0017,316277.339,4501742.505,-71.5431223824,-49.6089287468,376.733,382.391355708
270223T6T7b-0018,316273.711,4501746.588,-71.5431706397,-49.608890955,376.555,382.238412097
270223T6T7b-0019,316270.333,4501750.492,-71.5432155238,-49.6088548476,376.518,382.150291311
270223T6T7b-0020,316266.818,4501754.266,-71.543262363,-49.6088198667,376.344,382.134531152
270223T6T7b-0021,316263.380,4501758.445,-71.543307948,-49.6087812699,376.224,382.264386737
270223T6T7b-0022,316259.582,4501762.162,-71.5433587269,-49.6087467151,376.143,382.337675202
270223T6T7b-0023,316256.140,4501765.956,-71.5434045472,-49.6087115767,376.021,382.271044454
270223T6T7b-0024,316252.892,4501769.613,-71.5434477488,-49.6086777282,375.905,382.131647254
270223T6T7b-0025,316249.538,4501773.083,-71.5434925037,-49.6086455278,375.702,381.893777963
270223T6T7b-0026,316246.171,4501776.678,-71.5435373797,-49.6086122003,375.449,381.426166407
270223T6T7b-0027,316242.859,4501780.395,-71.5435814381,-49.6085777931,375.200,380.948550153
270223T6T7b-0028,316239.045,4501784.378,-71.5436323135,-49.6085408432,374.776,380.671252467
270223T6T7b-0029,316235.507,4501788.201,-71.5436794472,-49.6085054148,374.399,380.269683827
270223T6T7b-0030,316231.921,4501791.741,-71.543727377,-49.6084725148,373.894,379.826934492
270223T6T7b-0031,316228.342,4501795.760,-71.5437749858,-49.6084353127,373.325,379.44193201
270223T6T7b-0032,316224.924,4501799.924,-71.5438203005,-49.6083968566,372.836,379.096346112
270223T6T7b-0033,316221.439,4501803.639,-71.5438667516,-49.6083624148,372.347,378.651389377
270223T6T7b-0034,316218.167,4501807.309,-71.5439102784,-49.608328442,371.836,378.121903946
270223T6T7b-0035,316214.654,4501810.857,-71.5439571947,-49.6082954923,371.413,377.574638711
270223T6T7b-0036,316211.119,4501814.447,-71.5440043955,-49.6082621584,371.041,377.209860706
270223T6T7b-0037,316208.150,4501818.109,-71.5440437361,-49.6082283496,370.623,376.823226385
270223T6T7b-0038,316204.578,4501821.528,-71.5440915284,-49.608196541,370.189,376.331931003
270223T6T7b-0039,316200.960,4501825.445,-71.5441397237,-49.6081602435,369.847,376.083407298
270223T6T7b-0040,316197.373,4501829.391,-71.5441874767,-49.6081236948,369.377,375.871298208
270223T6T7b-0041,316193.753,4501833.404,-71.5442356545,-49.608086534,369.038,375.624219943
270223T6T7b-0042,316190.027,4501837.444,-71.5442852854,-49.6080490983,368.693,375.471616413
270223T6T7b-0043,316186.469,4501841.354,-71.544332654,-49.6080128818,368.234,375.205922474
270223T6T7b-0044,316182.938,4501845.560,-71.5443795107,-49.6079740138,367.956,374.56737727
270223T6T7b-0045,316179.335,4501849.354,-71.5444275557,-49.6079388259,367.563,373.966076827
270223T6T7b-0046,316176.025,4501853.173,-71.5444715375,-49.6079035025,367.250,373.542919781
270223T6T7b-0047,316172.400,4501857.068,-71.5445198393,-49.6078674004,366.968,373.152218624
270223T6T7b-0048,316168.925,4501860.816,-71.5445661357,-49.6078326648,366.657,372.783015652
270223T6T7b-0049,316165.365,4501864.509,-71.5446136331,-49.6077983976,366.397,372.275323733
270223T6T7b-0050,316161.821,4501868.018,-71.5446609953,-49.6077657885,366.165,371.815530307
270223T6T7b-0051,316158.240,4501871.903,-71.5447086931,-49.6077297896,365.918,371.734429113
270223T6T7b-0052,316154.565,4501875.601,-71.5447577781,-49.6076954423,365.787,371.838142388
270223T6T7b-0053,316150.901,4501879.220,-71.544806748,-49.6076618083,365.568,371.750967439
270223T6T7b-0054,316147.287,4501882.939,-71.5448549796,-49.6076272909,365.322,371.297253693
270223T6T7b-0055,316143.305,4501886.597,-71.5449083281,-49.6075932097,365.124,370.801601733
270223T6T7b-0056,316139.754,4501890.490,-71.544955607,-49.6075571478,364.927,370.733874655
270223T6T7b-0057,316135.648,4501894.613,-71.5450104524,-49.6075188505,364.713,370.902272374
270223T6T7b-0058,316131.946,4501898.661,-71.5450597465,-49.6074813499,364.560,371.200011344
270223T6T7b-0059,316128.189,4501902.630,-71.545109838,-49.6074445424,364.392,371.474252466
270223T6T7b-0060,316124.662,4501906.512,-71.5451567899,-49.6074085867,364.303,371.229558429
270223T6T7b-0061,316120.978,4501910.270,-71.5452059706,-49.6073736974,364.241,371.028734272
270223T6T7b-0062,316117.152,4501913.848,-71.545257199,-49.6073403823,364.190,371.157316089
270223T6T7b-0063,316113.348,4501917.596,-71.5453080436,-49.6073055463,364.021,371.314189398
270223T6T7b-0064,316109.565,4501921.329,-71.5453586048,-49.6072708515,364.109,371.16662829
270223T6T7b-0065,316105.991,4501925.105,-71.5454062558,-49.6072358338,364.028,371.048045232
270223T6T7b-0066,316102.451,4501928.431,-71.5454536473,-49.6072048701,364.038,370.95341419
270223T6T7b-0067,316098.852,4501931.849,-71.5455018115,-49.6071730617,363.970,370.602505816
270223T6T7b-0068,316095.676,4501935.591,-71.545543975,-49.6071384706,363.993,370.248009782
270223T6T7b-0069,316092.173,4501938.771,-71.5455909231,-49.60710883,364.030,370.221447448
270223T6T7b-0070,316088.630,4501941.896,-71.54563845,-49.6070796715,363.993,370.419324502
270223T6T7b-0071,316086.338,4501944.605,-71.5456688737,-49.6070546316,363.996,370.489557887
270223T6T7b-0072,316085.766,4501944.769,-71.5456767061,-49.6070529839,363.985,370.478385841
270223T6T7b-0073,316085.667,4501945.210,-71.5456778685,-49.607048991,363.986,370.481420717
270223T6T7b-0074,316082.864,4501947.683,-71.5457154684,-49.6070259163,363.931,370.342321558
270223T6T7b-0075,316079.006,4501951.485,-71.5457670337,-49.6069905785,363.805,370.128743401
270223T6T7b-0076,316075.276,4501955.270,-71.545816837,-49.6069554323,363.781,370.262824595
270223T6T7b-0077,316071.638,4501958.853,-71.5458654627,-49.6069221293,363.677,370.470785972
270223T6T7b-0078,316068.068,4501962.199,-71.5459132591,-49.6068909765,363.571,370.461587104
270223T6T7b-0079,316064.381,4501965.597,-71.5459626488,-49.6068593209,363.538,370.291121822
270223T6T7b-0080,316060.836,4501969.086,-71.5460100324,-49.6068268907,363.648,370.241367325
270223T6T7b-0081,316057.260,4501972.859,-71.5460577116,-49.6067918992,363.594,370.116405881
270223T6T7c-0001,315705.427,4501697.528,-71.5510517382,-49.609158782,368.097,374.036856651
270223T6T7c-0002,315705.403,4501697.398,-71.5510521311,-49.6091599428,368.092,374.034102501
270223T6T7c-0003,315707.545,4501694.341,-71.5510239464,-49.6091880653,368.084,373.900885116
270223T6T7c-0004,315710.352,4501690.445,-71.5509869598,-49.6092239297,368.032,373.910375012
270223T6T7c-0005,315713.501,4501686.093,-71.5509454581,-49.6092639958,368.089,374.123665286
270223T6T7c-0006,315716.869,4501681.960,-71.5509008252,-49.6093021608,368.037,374.168410621
270223T6T7c-0007,315719.820,4501677.640,-71.5508620462,-49.6093418789,368.032,374.040553376
270223T6T7c-0008,315722.775,4501673.570,-71.5508230946,-49.6093793519,367.991,373.927026054
270223T6T7c-0009,315726.064,4501669.523,-71.5507795136,-49.60941672,368.007,374.066716852
270223T6T7c-0010,315729.238,4501665.353,-71.5507375804,-49.6094551582,367.953,374.228262852
270223T6T7c-0011,315732.594,4501661.342,-71.5506930559,-49.6094922232,368.016,374.36086354
270223T6T7c-0012,315735.664,4501657.202,-71.5506525466,-49.6095303601,368.014,374.449394526
270223T6T7c-0013,315738.730,4501653.085,-71.5506120818,-49.6095682892,368.053,374.60153395
270223T6T7c-0014,315741.794,4501649.120,-71.5505715733,-49.6096048518,368.033,374.651621247
270223T6T7c-0015,315744.741,4501644.974,-71.5505327675,-49.6096430051,368.067,374.485627387
270223T6T7c-0016,315747.920,4501640.914,-71.5504907132,-49.6096804564,367.964,374.34416206
270223T6T7c-0017,315751.247,4501636.976,-71.5504465551,-49.6097168565,367.935,374.463759859
270223T6T7c-0018,315754.303,4501632.839,-71.5504062376,-49.6097549621,367.932,374.620973998
270223T6T7c-0019,315757.452,4501628.520,-71.5503647195,-49.6097947315,367.929,374.557917006
270223T6T7c-0020,315760.781,4501624.211,-71.5503207075,-49.6098344659,367.905,374.533679577
270223T6T7c-0021,315764.100,4501620.121,-71.550276731,-49.6098722293,368.006,374.542493694
270223T6T7c-0022,315767.364,4501616.011,-71.5502335244,-49.6099101557,368.008,374.361899329
270223T6T7c-0023,315770.528,4501611.689,-71.5501918,-49.6099499565,368.049,373.967327396
270223T6T7c-0024,315773.760,4501607.484,-71.5501490803,-49.6099887268,367.992,373.805022021
270223T6T7c-0025,315776.981,4501603.116,-71.5501065891,-49.6100289583,368.054,374.014051914
270223T6T7c-0026,315780.219,4501598.685,-71.5500638924,-49.6100697611,368.014,374.388934218
270223T6T7c-0027,315783.189,4501594.536,-71.5500247692,-49.6101079482,368.127,374.571667057
270223T6T7c-0028,315786.458,4501589.949,-71.5499817167,-49.6101501622,368.149,374.473012023
270223T6T7c-0029,315789.790,4501585.530,-71.5499377143,-49.6101908858,368.181,374.386491806
270223T6T7c-0030,315793.151,4501580.985,-71.5498933698,-49.6102327504,368.284,374.565631368
270223T6T7c-0031,315796.459,4501576.467,-71.5498497455,-49.6102743563,368.387,374.888574767
270223T6T7c-0032,315799.797,4501572.108,-71.5498056317,-49.6103145425,368.480,375.070926075
270223T6T7c-0033,315802.948,4501567.462,-71.5497642384,-49.6103572506,368.536,374.992562528
270223T6T7c-0034,315806.157,4501562.894,-71.5497220063,-49.6103992755,368.745,374.949392591
270223T6T7c-0035,315809.391,4501558.317,-71.5496794327,-49.6104413889,368.884,375.292337488
270223T6T7c-0036,315812.828,4501553.754,-71.5496340453,-49.6104834383,369.009,375.508807955
270223T6T7c-0037,315816.205,4501549.270,-71.5495894504,-49.6105247596,369.099,375.567828685
270223T6T7c-0038,315819.400,4501544.786,-71.5495473723,-49.6105660253,369.292,375.840026759
270223T6T7c-0039,315822.472,4501540.346,-71.5495069743,-49.6106068582,369.415,376.360528217
270223T6T7c-0040,315825.840,4501536.162,-71.549462363,-49.610645481,369.593,376.59644034
270223T6T7c-0041,315828.794,4501531.707,-71.5494236036,-49.6106864127,369.783,376.607401319
270223T6T7c-0042,315831.799,4501527.241,-71.5493841441,-49.6107274588,369.911,376.659973745
270223T6T7c-0043,315834.984,4501522.966,-71.5493421059,-49.6107668434,370.256,376.856576701
270223T6T7c-0044,315838.378,4501518.667,-71.5492971887,-49.6108065073,370.537,377.080936861
270223T6T7c-0045,315841.278,4501514.121,-71.5492592185,-49.6108482402,370.776,377.315820123
270223T6T7c-0046,315844.491,4501509.626,-71.549216896,-49.6108896102,371.115,377.515004493
270223T6T7c-0047,315847.508,4501505.456,-71.5491771314,-49.6109280001,371.475,377.428328593
270223T6T7c-0048,315850.610,4501501.389,-71.549136143,-49.6109654903,371.792,377.241297383
270223T6T7c-0049,315853.829,4501497.276,-71.5490935583,-49.6110034296,372.056,377.522403054
270223T6T7c-0050,315856.920,4501493.383,-71.5490526403,-49.6110393529,372.482,378.508617684
270223T6T7c-0051,315859.613,4501489.749,-71.5490171045,-49.6110728276,372.809,379.482553655
270223T6T7c-0052,315862.376,4501485.915,-71.5489806945,-49.6111081208,373.170,380.123068658
270223T6T7c-0053,315865.563,4501482.307,-71.5489383152,-49.6111415125,373.476,380.277967565
270223T6T7c-0054,315868.418,4501478.327,-71.5489007013,-49.6111781456,373.874,380.227794951
270223T6T7c-0055,315871.127,4501474.142,-71.5488652024,-49.6112165763,374.329,380.427053537
270223T6T7c-0056,315874.390,4501470.242,-71.5488219089,-49.6112526149,374.689,381.1781763
270223T6T7c-0057,315877.550,4501466.265,-71.5487800758,-49.6112893139,375.064,382.098991747
270223T6T7c-0058,315880.377,4501462.341,-71.5487428226,-49.6113254353,375.538,382.738156358
270223T6T7c-0059,315883.150,4501458.452,-71.5487062997,-49.6113612257,375.976,383.007100236
270223T6T7c-0060,315886.241,4501454.535,-71.5486653924,-49.6113973646,376.472,383.136866001
270223T6T7c-0061,315889.118,4501450.468,-71.5486275146,-49.6114347861,376.857,383.433859873
270223T6T7c-0062,315892.132,4501446.173,-71.5485878492,-49.6114742981,377.413,384.09779319
270223T6T7c-0063,315895.246,4501441.949,-71.5485467676,-49.6115132025,377.798,384.89962621
270223T6T7c-0064,315898.133,4501438.026,-71.5485086839,-49.6115493331,378.351,385.440438931
270223T6T7c-0065,315901.094,4501434.018,-71.5484696167,-49.61158625,378.789,385.789403661
270223T6T7c-0066,315903.986,4501430.078,-71.5484314717,-49.6116225348,379.166,386.111756075
270223T6T7c-0067,315906.926,4501426.197,-71.5483926352,-49.6116583041,379.620,386.28867825
270223T6T7c-0068,315909.983,4501422.181,-71.548352244,-49.6116953221,379.934,386.365091996
270223T6T7c-0069,315912.808,4501418.509,-71.5483148998,-49.6117291783,380.227,386.549285019
270223T6T7c-0070,315915.535,4501414.628,-71.5482790086,-49.6117648827,380.503,386.913520064
270223T6T7c-0071,315917.733,4501411.788,-71.5482499447,-49.6117910717,380.758,387.189419383
270223T6T7c-0072,315918.951,4501409.715,-71.5482340732,-49.6118100702,380.842,387.299732375
270223T6T7c-0073,315921.625,4501405.441,-71.5481990991,-49.6118492898,381.068,387.435280906
